Vortex	x	y
1	366	775
2	465	755
3	622	740
4	600	568
5	606	586
6	452	567
7	578	565
8	657	557
9	367	500
10	721	482
11	679	470
12	623	460
13	498	457
14	359	456
15	567	450
16	41	450
17	316	449
18	579	364
19	248	364
20	630	359
21	676	353
22	61	351
23	719	345
24	511	344
25	524	360
26	759	336
27	359	317
28	744	302
29	464	298
30	697	250
31	366	249
32	251	238
33	452	237
34	690	224
35	732	219
36	714	212
37	230	211
38	248	215
39	658	207
40	74	194
41	355	193
42	457	186
43	259	159
44	608	157
45	462	140
46	345	137
47	592	126
48	564	118
49	604	102
50	471	97
51	333	95
52	596	82
53	513	72
54	481	57
