Vortex	x	y
1	359	809
2	50	802
3	340	791
4	477	789
5	338	768
6	13	765
7	442	758
8	361	688
9	316	637
10	467	636
11	434	633
12	546	605
13	650	591
14	503	591
15	380	586
16	345	581
17	354	588
18	500	539
19	754	503
20	178	500
21	574	494
22	437	494
23	704	490
24	49	478
25	25	476
26	716	471
27	369	470
28	231	468
29	7	456
30	129	455
31	346	446
32	229	435
33	682	396
34	181	381
35	323	379
36	58	374
37	181	349
38	27	338
39	277	315
40	226	314
41	811	279
42	211	270
43	322	242
44	225	166
45	418	134
46	326	112
47	345	99
48	312	61
49	537	4
