Vortex	x	y
1	368	808
2	155	806
3	579	802
4	440	789
5	789	786
6	514	783
7	485	754
8	374	727
9	342	716
10	449	705
11	8	660
12	383	605
13	327	597
14	756	569
15	531	565
16	440	562
17	582	557
18	218	489
19	782	486
20	641	484
21	493	482
22	352	482
23	709	474
24	100	473
25	552	468
26	471	470
27	333	464
28	8	448
29	88	441
30	210	434
31	682	419
32	468	395
33	253	375
34	27	375
35	583	371
36	111	366
37	421	348
38	346	345
39	61	329
40	769	322
41	334	323
42	32	301
43	251	282
44	349	263
45	445	233
46	258	233
47	13	235
48	332	175
49	396	134
50	343	107
51	247	61
52	494	47
53	330	34
54	29	26
