Vortex	x	y
1	364	761
2	619	747
3	463	734
4	603	585
5	601	575
6	575	568
7	452	561
8	655	554
9	365	491
10	673	471
11	363	468
12	618	460
13	484	460
14	562	453
15	348	453
16	325	451
17	54	451
18	576	364
19	256	363
20	626	359
21	671	353
22	82	352
23	714	345
24	752	334
25	355	332
26	742	311
27	695	255
28	364	253
29	451	240
30	247	241
31	635	223
32	644	242
33	685	223
34	712	215
35	728	220
36	236	214
37	659	210
38	356	199
39	69	197
40	457	190
41	571	172
42	592	181
43	261	160
44	605	157
45	462	145
46	344	143
47	593	130
48	561	119
49	471	102
50	598	94
51	505	74
52	482	63
