Vortex	x	y
1	346	757
2	757	754
3	511	743
4	186	728
5	231	760
6	450	717
7	162	699
8	352	681
9	116	653
10	360	633
11	446	599
12	56	585
13	82	624
14	339	573
15	730	547
16	800	530
17	367	523
18	424	513
19	366	513
20	367	503
21	649	478
22	242	478
23	482	476
24	785	470
25	58	470
26	135	464
27	182	455
28	317	447
29	307	450
30	812	443
31	511	430
32	672	397
33	303	392
34	217	369
35	99	365
36	505	354
37	340	333
38	461	310
39	386	305
40	73	306
41	338	167
42	418	144
43	268	85
44	61	57
45	346	31
46	285	15
47	373	4
