Vortex	x	y
1	455	786
2	347	756
3	305	719
4	529	716
5	383	696
6	643	685
7	795	654
8	458	655
9	447	648
10	576	644
11	465	620
12	565	522
13	356	519
14	342	543
15	773	512
16	96	511
17	592	508
18	509	487
19	437	470
20	60	468
21	566	468
22	295	459
23	271	474
24	614	457
25	120	433
26	698	417
27	345	378
28	484	382
29	166	367
30	30	361
31	539	359
32	169	355
33	669	345
34	635	341
35	757	327
36	434	331
37	328	307
38	99	286
39	456	276
40	348	250
41	293	250
42	172	239
43	307	223
44	359	201
45	475	181
46	130	173
47	471	147
48	398	117
49	489	57
50	304	44
51	162	20
