Vortex	x	y
1	173	798
2	363	772
3	768	765
4	446	739
5	490	737
6	551	773
7	349	694
8	370	680
9	355	669
10	117	665
11	153	703
12	354	656
13	12	640
14	448	625
15	334	582
16	378	574
17	737	554
18	565	544
19	534	550
20	815	539
21	426	525
22	234	482
23	637	479
24	376	480
25	408	478
26	506	475
27	795	474
28	518	474
29	487	474
30	122	467
31	342	462
32	352	474
33	159	461
34	147	460
35	475	457
36	725	459
37	44	451
38	135	445
39	336	440
40	242	437
41	338	407
42	663	393
43	290	390
44	77	370
45	191	367
46	485	345
47	358	341
48	470	330
49	342	328
50	341	308
51	266	279
52	43	261
53	78	325
54	271	259
55	337	179
56	423	153
57	357	89
58	262	79
59	51	47
60	341	22
