Vortex	x	y
1	447	811
2	360	728
3	304	686
4	536	682
5	433	673
6	609	656
7	583	647
8	759	636
9	334	626
10	331	558
11	346	526
12	130	512
13	752	511
14	560	508
15	522	495
16	459	512
17	605	494
18	257	485
19	190	482
20	632	473
21	645	471
22	654	470
23	669	469
24	290	470
25	88	456
26	693	395
27	142	383
28	4	368
29	518	360
30	302	357
31	507	331
32	483	308
33	777	301
34	759	309
35	456	298
36	320	293
37	134	279
38	309	256
39	169	233
40	322	211
41	160	208
42	421	121
43	305	64
44	179	57
45	517	39
46	506	57
