Vortex	x	y
1	675	788
2	652	678
3	361	647
4	659	616
5	458	589
6	598	546
7	617	569
8	730	515
9	722	535
10	722	475
11	662	463
12	168	455
13	582	437
14	582	394
15	579	374
16	532	366
17	227	359
18	653	357
19	602	356
20	699	355
21	542	353
22	743	348
23	785	336
24	803	297
25	450	283
26	463	274
27	760	248
28	439	236
29	423	234
30	379	234
31	755	217
32	460	214
33	800	211
34	813	207
35	768	203
36	717	198
37	243	199
38	271	219
39	660	190
40	137	164
41	459	162
42	626	156
43	353	154
44	201	155
45	227	150
46	27	142
47	462	116
48	618	99
49	324	88
50	349	99
51	300	87
52	282	93
53	469	73
54	599	61
55	568	56
56	613	48
57	479	31
58	604	15
59	518	12
60	609	1
