Vortex	x	y
1	451	797
2	361	706
3	304	682
4	537	676
5	433	661
6	582	645
7	607	653
8	753	633
9	334	620
10	329	559
11	343	521
12	750	511
13	134	511
14	558	508
15	522	497
16	614	496
17	471	488
18	255	486
19	195	481
20	295	472
21	110	454
22	493	451
23	478	467
24	698	393
25	155	383
26	466	371
27	18	365
28	508	363
29	444	350
30	328	344
31	509	337
32	364	322
33	348	339
34	747	310
35	479	307
36	454	307
37	777	297
38	318	294
39	140	279
40	309	258
41	171	231
42	164	214
43	320	201
44	422	118
45	505	69
46	304	65
47	182	64
48	518	40
