Vortex	x	y
1	459	813
2	163	802
3	367	792
4	560	787
5	779	776
6	517	772
7	443	767
8	491	751
9	345	706
10	373	707
11	450	671
12	14	652
13	383	595
14	330	590
15	746	562
16	535	557
17	571	552
18	435	544
19	226	486
20	636	481
21	796	479
22	812	477
23	354	477
24	578	472
25	110	471
26	471	469
27	497	480
28	720	466
29	339	462
30	722	453
31	24	449
32	346	445
33	371	468
34	108	442
35	698	433
36	221	433
37	272	381
38	632	376
39	48	373
40	145	366
41	2	357
42	66	325
43	336	321
44	350	350
45	44	300
46	258	282
47	29	255
48	264	245
49	344	238
50	439	184
51	335	179
52	383	118
53	362	99
54	349	96
55	253	69
56	39	36
57	336	24
