Vortex	x	y
1	455	802
2	348	779
3	304	724
4	527	719
5	381	710
6	646	690
7	800	656
8	576	642
9	466	618
10	377	548
11	348	536
12	562	527
13	777	512
14	92	511
15	597	509
16	508	485
17	399	471
18	525	471
19	385	469
20	36	468
21	279	468
22	629	454
23	269	439
24	105	434
25	346	428
26	694	418
27	345	416
28	477	384
29	14	362
30	568	356
31	199	350
32	702	339
33	430	338
34	625	337
35	745	329
36	330	307
37	344	291
38	95	289
39	288	254
40	460	248
41	175	241
42	306	220
43	480	190
44	360	186
45	127	170
46	397	122
47	477	114
48	488	67
49	303	38
50	159	15
