Vortex	x	y
1	50	810
2	338	798
3	476	790
4	440	779
5	337	776
6	5	766
7	367	736
8	474	705
9	434	645
10	314	642
11	545	610
12	377	603
13	661	595
14	501	587
15	354	587
16	343	581
17	500	552
18	341	538
19	354	532
20	758	506
21	174	501
22	568	495
23	686	487
24	435	487
25	40	479
26	18	478
27	687	476
28	275	476
29	236	473
30	284	461
31	229	461
32	79	448
33	212	438
34	677	396
35	171	382
36	329	379
37	37	376
38	111	341
39	25	340
40	263	315
41	229	315
42	807	279
43	206	270
44	321	247
45	220	155
46	419	139
47	328	130
48	341	129
49	309	57
50	536	9
