Vortex	x	y
1	454	805
2	348	786
3	305	725
4	526	721
5	381	715
6	646	690
7	801	657
8	575	640
9	466	620
10	381	554
11	348	536
12	560	530
13	779	512
14	91	511
15	597	509
16	508	484
17	520	472
18	30	468
19	280	467
20	631	454
21	101	435
22	260	434
23	692	419
24	475	385
25	11	361
26	573	356
27	198	350
28	431	341
29	624	335
30	744	329
31	701	339
32	331	309
33	344	295
34	95	289
35	286	255
36	461	242
37	177	241
38	307	218
39	479	192
40	361	184
41	126	169
42	396	124
43	478	109
44	485	78
45	304	38
46	159	14
