Vortex	x	y
1	304	800
2	237	754
3	347	750
4	749	745
5	502	729
6	454	703
7	169	697
8	198	730
9	355	664
10	88	618
11	121	648
12	367	608
13	449	587
14	61	578
15	343	567
16	725	541
17	790	525
18	473	513
19	361	511
20	424	504
21	359	497
22	15	511
23	661	475
24	249	473
25	372	472
26	65	469
27	151	460
28	301	455
29	322	457
30	208	449
31	343	444
32	523	430
33	676	396
34	311	392
35	228	367
36	112	362
37	786	355
38	612	345
39	303	343
40	83	309
41	386	293
42	471	203
43	340	155
44	419	140
45	275	91
46	70	66
47	461	30
48	290	26
