Vortex	x	y
1	337	764
2	343	740
3	351	709
4	674	685
5	807	651
6	472	650
7	360	641
8	447	625
9	189	586
10	230	626
11	374	578
12	441	527
13	365	516
14	392	486
15	50	480
16	75	472
17	106	465
18	175	456
19	490	451
20	299	451
21	238	442
22	467	440
23	331	423
24	464	422
25	670	418
26	813	394
27	532	389
28	289	375
29	458	376
30	190	369
31	637	363
32	436	357
33	374	348
34	397	353
35	551	344
36	591	356
37	166	344
38	363	325
39	427	284
40	463	235
41	473	265
42	452	176
43	398	146
44	129	139
45	164	8
46	421	3
