Vortex	x	y
1	454	800
2	347	776
3	305	723
4	527	720
5	381	708
6	645	689
7	799	656
8	576	642
9	466	617
10	347	537
11	371	537
12	562	527
13	776	512
14	93	511
15	596	509
16	508	486
17	412	472
18	528	471
19	40	468
20	279	468
21	378	466
22	627	455
23	278	443
24	350	440
25	108	434
26	695	418
27	344	405
28	478	386
29	16	361
30	564	357
31	198	350
32	696	340
33	626	336
34	430	338
35	748	329
36	330	306
37	96	288
38	345	287
39	458	253
40	289	253
41	175	241
42	306	221
43	478	190
44	361	189
45	126	170
46	398	121
47	476	118
48	488	66
49	303	39
50	160	16
