Vortex	x	y
1	283	776
2	462	766
3	346	759
4	257	754
5	734	731
6	354	715
7	498	715
8	451	688
9	460	643
10	358	637
11	439	591
12	371	581
13	455	567
14	351	559
15	61	558
16	719	532
17	40	532
18	777	518
19	476	519
20	431	485
21	55	470
22	256	464
23	101	462
24	179	457
25	235	444
26	565	441
27	687	390
28	330	386
29	128	365
30	248	360
31	169	356
32	231	386
33	713	354
34	500	351
35	50	354
36	297	338
37	645	337
38	464	316
39	100	317
40	375	250
41	479	171
42	425	130
43	462	102
44	284	97
45	84	79
46	297	39
