Vortex	x	y
1	811	808
2	508	805
3	328	800
4	373	777
5	478	770
6	453	762
7	368	691
8	448	630
9	322	612
10	542	579
11	608	570
12	339	562
13	386	531
14	340	528
15	763	497
16	498	496
17	203	494
18	625	490
19	353	491
20	16	488
21	710	486
22	522	477
23	287	476
24	253	477
25	451	465
26	438	472
27	325	462
28	495	457
29	125	448
30	39	443
31	284	429
32	669	424
33	491	387
34	802	379
35	347	373
36	186	368
37	54	363
38	46	337
39	428	324
40	358	320
41	319	318
42	10	309
43	338	293
44	236	274
45	246	207
46	326	192
47	392	147
48	329	106
49	318	52
50	437	14
51	8	5
