Vortex	x	y
1	441	811
2	147	812
3	800	797
4	511	794
5	331	785
6	481	760
7	374	750
8	340	750
9	449	732
10	340	731
11	3	669
12	378	620
13	323	604
14	443	592
15	774	577
16	537	571
17	595	563
18	381	503
19	772	492
20	211	491
21	637	487
22	496	488
23	375	490
24	354	487
25	29	486
26	706	481
27	85	475
28	65	475
29	516	462
30	528	473
31	328	462
32	66	442
33	309	434
34	326	441
35	194	439
36	676	419
37	509	382
38	224	374
39	5	374
40	82	366
41	653	335
42	55	335
43	701	331
44	327	320
45	434	305
46	22	305
47	348	295
48	244	279
49	252	220
50	328	179
51	480	168
52	397	140
53	485	114
54	335	110
55	323	44
56	238	42
57	20	17
