Vortex	x	y
1	460	787
2	697	757
3	473	749
4	473	626
5	739	546
6	631	531
7	363	505
8	800	481
9	812	476
10	767	472
11	710	465
12	451	465
13	501	456
14	646	454
15	310	453
16	554	449
17	597	440
18	586	451
19	350	363
20	649	362
21	28	356
22	692	352
23	735	350
24	780	347
25	189	342
26	66	343
27	360	316
28	366	262
29	370	224
30	285	185
31	786	181
32	360	169
33	455	166
34	719	148
35	732	172
36	752	139
37	771	149
38	464	123
39	59	119
40	350	106
41	644	84
42	668	97
43	466	79
44	270	77
45	344	49
46	666	43
47	676	61
48	468	35
49	635	29
50	335	14
51	339	2
