Vortex	x	y
1	458	780
2	362	731
3	566	715
4	452	623
5	549	608
6	589	577
7	364	510
8	468	487
9	453	498
10	611	464
11	561	454
12	85	454
13	303	452
14	193	364
15	36	357
16	329	348
17	317	363
18	584	344
19	525	329
20	628	327
21	628	307
22	442	305
23	511	370
24	527	297
25	487	291
26	517	288
27	576	286
28	622	274
29	706	270
30	667	271
31	686	267
32	209	266
33	641	263
34	591	259
35	362	254
36	101	250
37	519	237
38	538	246
39	472	232
40	557	225
41	242	225
42	352	205
43	541	194
44	490	188
45	510	187
46	553	175
47	545	149
48	548	129
49	546	109
