Vortex	x	y
1	813	812
2	505	811
3	327	805
4	373	790
5	453	777
6	478	775
7	367	711
8	451	660
9	321	616
10	543	583
11	515	582
12	485	594
13	614	573
14	339	570
15	387	539
16	340	524
17	498	501
18	759	498
19	199	494
20	616	491
21	352	493
22	715	489
23	10	488
24	430	480
25	522	478
26	290	476
27	246	477
28	321	464
29	106	449
30	26	443
31	277	429
32	664	427
33	336	385
34	483	385
35	739	378
36	157	365
37	39	362
38	40	337
39	430	333
40	314	317
41	4	311
42	234	305
43	222	333
44	337	294
45	232	273
46	242	202
47	325	201
48	388	152
49	327	101
50	438	76
51	318	57
