Vortex	x	y
1	51	809
2	338	797
3	475	790
4	441	775
5	337	773
6	6	764
7	366	730
8	475	703
9	433	643
10	315	641
11	546	610
12	378	601
13	659	594
14	502	588
15	342	580
16	356	589
17	500	549
18	355	528
19	338	542
20	757	506
21	174	501
22	569	495
23	689	488
24	435	488
25	41	479
26	18	477
27	691	475
28	279	474
29	286	465
30	229	459
31	237	474
32	86	450
33	215	439
34	678	397
35	172	382
36	328	379
37	40	376
38	113	341
39	25	339
40	266	315
41	228	315
42	808	280
43	206	269
44	321	247
45	222	158
46	418	137
47	328	126
48	341	125
49	311	60
50	537	9
