Vortex	x	y
1	681	784
2	363	673
3	659	665
4	662	632
5	461	596
6	615	550
7	728	536
8	733	478
9	677	464
10	143	452
11	589	442
12	612	460
13	585	418
14	586	407
15	663	356
16	617	356
17	219	354
18	709	354
19	530	354
20	558	351
21	580	363
22	753	348
23	795	340
24	461	286
25	810	280
26	454	236
27	466	257
28	765	235
29	413	230
30	763	219
31	369	224
32	357	207
33	811	206
34	772	197
35	459	198
36	264	200
37	720	191
38	151	156
39	633	154
40	663	183
41	183	153
42	460	152
43	351	139
44	32	136
45	463	107
46	624	95
47	279	88
48	338	82
49	468	62
50	598	53
51	580	51
52	618	44
53	477	21
54	536	6
55	609	4
