Vortex	x	y
1	589	811
2	150	809
3	440	802
4	796	793
5	512	789
6	333	776
7	483	758
8	339	752
9	374	740
10	341	725
11	449	722
12	6	665
13	381	612
14	325	601
15	442	579
16	763	574
17	532	569
18	590	561
19	775	490
20	214	490
21	640	486
22	495	485
23	353	485
24	37	483
25	706	478
26	92	475
27	63	476
28	533	471
29	330	462
30	526	462
31	76	441
32	203	435
33	679	419
34	525	377
35	14	376
36	236	374
37	94	367
38	611	335
39	58	332
40	729	326
41	538	325
42	331	321
43	27	304
44	439	289
45	349	286
46	246	283
47	491	278
48	255	225
49	4	223
50	481	206
51	330	176
52	397	136
53	337	110
54	490	87
55	242	51
56	326	41
57	23	20
