Vortex	x	y
1	664	795
2	469	791
3	639	693
4	454	578
5	361	577
6	661	564
7	603	561
8	611	580
9	586	555
10	721	489
11	767	479
12	791	477
13	746	474
14	696	468
15	637	461
16	239	454
17	523	449
18	575	444
19	237	363
20	586	360
21	531	360
22	639	358
23	686	354
24	25	347
25	730	346
26	772	336
27	509	335
28	809	327
29	796	313
30	481	307
31	367	293
32	412	287
33	456	285
34	751	262
35	371	240
36	260	230
37	456	228
38	697	224
39	703	242
40	744	219
41	784	215
42	764	210
43	713	206
44	234	205
45	257	213
46	658	200
47	355	180
48	457	176
49	117	179
50	615	158
51	251	155
52	20	152
53	462	130
54	348	120
55	573	114
56	591	118
57	610	103
58	327	94
59	470	86
60	597	71
61	343	70
62	553	65
63	336	49
64	605	50
65	480	44
66	601	31
67	339	25
68	502	19
69	489	6
