Vortex	x	y
1	168	799
2	365	782
3	774	770
4	511	762
5	561	782
6	444	753
7	493	747
8	346	700
9	372	696
10	449	646
11	16	648
12	382	588
13	332	586
14	742	558
15	558	549
16	535	554
17	430	535
18	230	484
19	634	480
20	793	476
21	372	476
22	354	475
23	578	473
24	423	474
25	115	469
26	726	465
27	468	463
28	500	478
29	340	462
30	806	449
31	711	451
32	33	449
33	338	444
34	121	443
35	229	434
36	342	393
37	281	387
38	652	386
39	63	371
40	168	365
41	341	331
42	353	347
43	69	323
44	339	319
45	52	301
46	261	282
47	37	263
48	267	251
49	343	238
50	336	182
51	430	164
52	365	104
53	351	90
54	257	74
55	45	42
56	340	19
57	367	11
