Vortex	x	y
1	51	808
2	338	797
3	476	790
4	441	772
5	336	772
6	7	764
7	365	724
8	475	700
9	433	641
10	315	640
11	546	609
12	378	597
13	657	594
14	502	588
15	349	585
16	500	547
17	344	532
18	757	505
19	175	501
20	570	495
21	435	490
22	693	488
23	43	479
24	19	477
25	696	475
26	290	466
27	277	476
28	232	468
29	94	451
30	218	437
31	679	397
32	174	381
33	327	379
34	43	375
35	117	341
36	26	339
37	268	315
38	227	314
39	808	279
40	207	270
41	321	245
42	222	159
43	418	138
44	327	123
45	342	120
46	309	58
47	537	8
