Vortex	x	y
1	461	782
2	695	761
3	471	753
4	472	624
5	738	545
6	629	531
7	363	500
8	803	479
9	762	472
10	453	466
11	707	465
12	485	456
13	644	455
14	315	452
15	555	450
16	596	439
17	581	453
18	350	363
19	646	360
20	33	355
21	690	352
22	733	350
23	777	349
24	62	345
25	193	344
26	360	330
27	366	260
28	381	220
29	363	234
30	282	186
31	785	181
32	360	172
33	455	168
34	715	148
35	732	176
36	754	141
37	769	150
38	464	126
39	54	121
40	350	109
41	641	85
42	666	103
43	466	84
44	271	78
45	343	53
46	666	46
47	674	62
48	468	38
49	634	31
50	336	13
