Vortex	x	y
1	460	794
2	700	748
3	476	744
4	475	632
5	741	547
6	359	547
7	632	524
8	800	480
9	776	472
10	716	465
11	447	463
12	269	457
13	523	455
14	649	455
15	551	449
16	352	367
17	652	361
18	23	356
19	695	351
20	739	349
21	783	348
22	184	341
23	71	339
24	360	293
25	367	264
26	288	182
27	789	178
28	361	166
29	455	163
30	725	149
31	732	165
32	752	136
33	777	151
34	465	120
35	68	116
36	351	100
37	647	83
38	667	92
39	2	77
40	467	76
41	269	74
42	343	40
43	666	39
44	679	61
45	469	33
46	639	27
47	336	15
