Vortex	x	y
1	368	810
2	153	806
3	581	804
4	440	792
5	791	788
6	514	784
7	485	755
8	374	730
9	342	717
10	449	708
11	8	662
12	382	606
13	326	598
14	759	570
15	530	566
16	441	566
17	585	558
18	218	490
19	780	487
20	641	484
21	494	483
22	352	482
23	708	475
24	98	474
25	469	468
26	548	467
27	332	463
28	6	448
29	86	441
30	209	434
31	682	420
32	469	401
33	24	376
34	250	375
35	571	371
36	108	367
37	416	347
38	347	346
39	60	330
40	760	323
41	332	322
42	32	303
43	250	283
44	349	268
45	444	245
46	11	235
47	258	231
48	332	175
49	396	134
50	341	107
51	246	59
52	493	55
53	329	36
54	27	24
