Vortex	x	y
1	672	789
2	649	682
3	360	632
4	660	609
5	664	590
6	457	587
7	665	574
8	594	548
9	617	576
10	725	487
11	715	469
12	656	462
13	183	456
14	580	438
15	531	370
16	229	359
17	650	357
18	598	356
19	538	355
20	696	355
21	739	346
22	782	336
23	801	301
24	446	284
25	383	282
26	461	278
27	758	251
28	435	237
29	423	236
30	377	235
31	753	217
32	459	218
33	797	213
34	813	208
35	766	205
36	240	200
37	269	221
38	715	199
39	659	192
40	459	166
41	134	166
42	353	160
43	623	156
44	243	151
45	231	151
46	204	157
47	26	144
48	462	121
49	616	100
50	347	102
51	328	90
52	469	76
53	598	63
54	565	58
55	611	50
56	480	34
57	603	18
58	514	14
59	608	1
