Vortex	x	y
1	370	787
2	455	768
3	454	733
4	436	697
5	304	693
6	535	689
7	619	664
8	581	649
9	768	641
10	335	637
11	376	576
12	332	558
13	441	553
14	757	512
15	123	512
16	564	508
17	589	495
18	522	492
19	257	484
20	579	482
21	179	481
22	467	464
23	482	463
24	779	462
25	804	448
26	30	447
27	239	439
28	687	394
29	118	379
30	263	375
31	538	366
32	82	361
33	48	360
34	352	349
35	353	334
36	324	294
37	125	280
38	449	278
39	308	251
40	334	237
41	167	233
42	320	227
43	152	197
44	422	129
45	304	58
46	175	48
47	354	37
48	368	13
