Vortex	x	y
1	304	801
2	237	754
3	346	752
4	749	746
5	502	730
6	454	704
7	167	693
8	200	731
9	354	667
10	85	614
11	117	645
12	367	610
13	449	588
14	63	582
15	343	568
16	726	541
17	791	526
18	473	512
19	361	511
20	424	506
21	359	497
22	14	510
23	660	476
24	373	473
25	248	473
26	63	469
27	150	460
28	300	454
29	323	457
30	206	449
31	342	443
32	522	430
33	675	396
34	311	392
35	227	367
36	111	362
37	804	354
38	813	353
39	610	345
40	303	344
41	83	310
42	387	294
43	470	206
44	340	156
45	419	140
46	274	90
47	70	66
48	291	26
