Vortex	x	y
1	342	754
2	260	747
3	287	771
4	459	743
5	726	723
6	491	705
7	354	698
8	445	675
9	462	665
10	360	622
11	429	575
12	357	554
13	371	568
14	460	545
15	46	530
16	67	554
17	716	527
18	475	520
19	769	514
20	62	473
21	117	462
22	450	461
23	193	456
24	250	446
25	262	461
26	615	441
27	240	387
28	721	374
29	140	370
30	354	367
31	73	357
32	271	356
33	149	354
34	510	348
35	296	341
36	666	339
37	704	350
38	108	321
39	467	305
40	374	202
41	475	142
42	468	120
43	289	100
44	441	95
45	91	88
46	301	46
