Vortex	x	y
1	372	805
2	452	794
3	304	698
4	534	697
5	625	669
6	580	649
7	336	646
8	774	644
9	377	595
10	425	571
11	333	557
12	760	512
13	117	512
14	569	509
15	463	506
16	582	501
17	516	489
18	258	483
19	170	481
20	532	478
21	362	476
22	504	467
23	781	461
24	339	453
25	10	443
26	221	439
27	735	438
28	674	391
29	246	390
30	555	373
31	22	364
32	309	353
33	349	312
34	327	300
35	337	284
36	119	282
37	443	260
38	167	236
39	316	232
40	305	252
41	147	191
42	425	142
43	378	81
44	303	54
45	172	42
46	355	36
