Vortex	x	y
1	682	783
2	363	678
3	660	660
4	663	638
5	461	598
6	617	549
7	728	538
8	735	476
9	679	463
10	614	459
11	138	452
12	589	444
13	666	355
14	620	356
15	711	354
16	217	354
17	755	348
18	523	349
19	797	339
20	464	286
21	811	271
22	766	232
23	372	226
24	765	221
25	811	207
26	357	202
27	773	197
28	459	195
29	265	199
30	721	190
31	157	155
32	636	154
33	662	177
34	179	153
35	460	149
36	351	135
37	33	134
38	463	105
39	625	94
40	277	88
41	337	80
42	468	61
43	580	50
44	599	52
45	619	43
46	476	19
47	608	4
