Vortex	x	y
1	371	796
2	454	783
3	441	709
4	451	726
5	304	695
6	535	694
7	622	666
8	580	648
9	771	642
10	335	641
11	378	585
12	431	562
13	332	558
14	758	512
15	120	512
16	567	508
17	457	502
18	585	498
19	520	491
20	258	483
21	550	480
22	175	480
23	491	464
24	778	461
25	774	446
26	18	444
27	232	439
28	683	393
29	252	386
30	546	369
31	87	365
32	104	375
33	32	362
34	314	358
35	351	325
36	326	295
37	122	281
38	446	270
39	336	266
40	307	249
41	168	235
42	317	231
43	149	194
44	423	133
45	304	57
46	174	45
47	370	41
48	355	37
