Vortex	x	y
1	50	795
2	361	789
3	477	787
4	340	780
5	338	765
6	20	764
7	444	743
8	361	666
9	317	634
10	469	623
11	440	621
12	546	600
13	448	603
14	504	590
15	642	587
16	383	573
17	445	555
18	500	530
19	753	502
20	182	499
21	440	498
22	580	493
23	715	491
24	53	477
25	377	477
26	34	475
27	150	455
28	27	455
29	338	438
30	242	432
31	685	398
32	318	375
33	73	371
34	258	369
35	219	366
36	191	380
37	192	347
38	28	337
39	286	316
40	226	312
41	813	278
42	215	269
43	323	236
44	228	173
45	419	132
46	325	102
47	314	63
