Vortex	x	y
1	345	757
2	757	753
3	194	734
4	232	760
5	510	743
6	452	716
7	163	700
8	352	680
9	115	652
10	361	630
11	446	598
12	58	588
13	91	633
14	339	573
15	730	546
16	800	530
17	365	517
18	423	512
19	650	478
20	373	484
21	243	477
22	480	480
23	782	470
24	59	469
25	137	464
26	185	455
27	290	450
28	306	452
29	811	443
30	328	443
31	512	430
32	672	399
33	303	392
34	217	369
35	100	365
36	506	354
37	331	338
38	462	309
39	386	303
40	74	308
41	338	166
42	418	145
43	269	86
44	354	58
45	62	59
46	346	33
47	286	17
48	372	5
