Vortex	x	y
1	366	777
2	465	757
3	623	737
4	452	568
5	600	567
6	606	583
7	578	563
8	657	558
9	367	501
10	730	477
11	718	487
12	681	470
13	624	460
14	502	457
15	360	456
16	568	450
17	38	450
18	315	449
19	579	363
20	247	364
21	630	359
22	676	353
23	57	351
24	720	346
25	511	343
26	525	362
27	760	336
28	359	314
29	744	300
30	464	298
31	699	251
32	366	247
33	452	236
34	252	237
35	691	224
36	734	219
37	713	211
38	239	212
39	658	206
40	77	194
41	355	192
42	457	185
43	258	158
44	609	158
45	462	139
46	345	135
47	592	125
48	566	118
49	603	101
50	471	96
51	333	94
52	596	81
53	515	72
54	480	55
