Vortex	x	y
1	455	798
2	347	774
3	305	722
4	527	719
5	382	706
6	645	689
7	799	656
8	576	642
9	466	616
10	562	527
11	370	532
12	348	535
13	776	512
14	93	511
15	595	509
16	509	486
17	415	472
18	531	470
19	43	469
20	280	467
21	374	464
22	626	455
23	284	446
24	353	443
25	109	434
26	696	418
27	344	401
28	479	385
29	17	361
30	562	357
31	199	351
32	693	341
33	430	338
34	627	337
35	749	328
36	330	307
37	97	288
38	345	285
39	459	254
40	289	253
41	174	240
42	307	221
43	361	190
44	478	189
45	128	171
46	398	120
47	475	122
48	487	66
49	304	40
50	160	17
