Vortex	x	y
1	50	812
2	337	799
3	476	791
4	440	785
5	337	778
6	3	765
7	368	743
8	474	709
9	434	648
10	314	643
11	545	612
12	377	608
13	663	596
14	501	586
15	355	586
16	341	577
17	500	556
18	339	545
19	357	538
20	758	507
21	173	502
22	568	495
23	680	488
24	437	483
25	39	479
26	16	478
27	271	477
28	680	475
29	237	474
30	278	459
31	229	460
32	73	447
33	501	446
34	208	438
35	675	397
36	168	382
37	332	379
38	31	376
39	107	341
40	24	341
41	373	323
42	259	315
43	230	315
44	367	309
45	805	280
46	204	270
47	320	247
48	219	152
49	420	140
50	340	136
51	328	135
52	310	59
53	536	10
