Vortex	x	y
1	663	795
2	655	812
3	468	781
4	633	706
5	453	576
6	360	566
7	660	563
8	603	564
9	609	579
10	583	557
11	719	489
12	774	479
13	739	474
14	691	468
15	633	461
16	249	455
17	519	451
18	573	446
19	240	363
20	584	362
21	529	360
22	637	358
23	683	353
24	35	348
25	727	345
26	768	336
27	510	338
28	794	315
29	807	327
30	478	305
31	365	296
32	455	286
33	748	267
34	370	243
35	701	243
36	258	233
37	455	231
38	697	226
39	742	219
40	772	213
41	713	207
42	233	207
43	254	214
44	657	201
45	354	183
46	457	179
47	108	184
48	614	158
49	253	156
50	25	153
51	3	161
52	462	133
53	347	125
54	590	119
55	573	115
56	609	104
57	327	96
58	470	89
59	342	77
60	597	74
61	549	67
62	604	51
63	480	47
64	336	43
65	601	36
66	489	8
67	500	21
