Vortex	x	y
1	366	780
2	465	762
3	623	736
4	452	570
5	600	566
6	607	585
7	579	562
8	657	558
9	367	502
10	730	477
11	716	489
12	682	470
13	625	460
14	506	456
15	360	455
16	35	450
17	313	449
18	569	448
19	580	363
20	246	363
21	631	359
22	677	353
23	54	351
24	721	345
25	510	342
26	525	360
27	761	336
28	359	311
29	471	302
30	744	298
31	457	291
32	698	249
33	367	247
34	253	237
35	453	236
36	691	224
37	735	219
38	713	211
39	241	212
40	658	205
41	80	193
42	356	191
43	457	184
44	257	158
45	609	157
46	462	138
47	346	134
48	591	124
49	566	117
50	605	103
51	471	95
52	333	94
53	596	81
54	518	71
55	480	55
