Vortex	x	y
1	367	806
2	156	806
3	577	800
4	440	787
5	788	785
6	514	781
7	486	754
8	374	725
9	343	714
10	449	701
11	10	660
12	382	605
13	326	596
14	755	568
15	532	564
16	440	560
17	582	557
18	219	489
19	784	485
20	641	483
21	492	482
22	352	480
23	710	473
24	102	473
25	473	471
26	334	464
27	10	448
28	91	441
29	212	433
30	683	421
31	467	389
32	256	376
33	29	374
34	592	371
35	115	367
36	427	348
37	344	342
38	61	329
39	780	321
40	333	322
41	35	302
42	252	282
43	259	234
44	14	237
45	445	224
46	332	175
47	395	132
48	344	106
49	248	63
50	495	36
51	331	32
52	30	27
