Vortex	x	y
1	455	782
2	348	752
3	305	718
4	529	715
5	383	693
6	642	686
7	795	654
8	576	644
9	446	641
10	464	632
11	460	653
12	356	520
13	341	546
14	566	521
15	772	512
16	97	511
17	591	508
18	509	488
19	442	469
20	64	468
21	570	467
22	296	460
23	273	474
24	609	457
25	123	433
26	700	418
27	488	379
28	347	373
29	175	370
30	532	361
31	34	361
32	168	355
33	658	345
34	641	342
35	758	327
36	436	328
37	328	306
38	100	287
39	456	282
40	348	246
41	294	250
42	171	239
43	307	224
44	359	205
45	473	176
46	131	174
47	471	156
48	398	115
49	488	57
50	304	44
51	162	21
