Vortex	x	y
1	455	791
2	347	764
3	305	721
4	528	717
5	383	699
6	643	686
7	797	655
8	576	644
9	465	616
10	564	523
11	359	521
12	342	544
13	774	512
14	95	511
15	592	509
16	509	487
17	430	472
18	559	468
19	53	468
20	297	458
21	272	473
22	620	456
23	116	433
24	698	418
25	343	387
26	482	383
27	24	361
28	548	358
29	200	351
30	679	344
31	631	339
32	432	334
33	755	328
34	328	307
35	99	287
36	458	266
37	348	258
38	291	252
39	172	240
40	307	223
41	360	197
42	477	185
43	129	172
44	472	137
45	398	118
46	487	61
47	304	42
48	161	19
