Vortex	x	y
1	462	798
2	447	779
3	461	751
4	360	701
5	308	663
6	540	644
7	718	618
8	434	585
9	758	513
10	153	508
11	559	504
12	615	498
13	504	496
14	410	474
15	441	473
16	115	455
17	459	455
18	683	418
19	342	405
20	475	403
21	230	382
22	343	376
23	36	369
24	471	369
25	619	358
26	359	357
27	64	355
28	17	353
29	522	347
30	542	363
31	446	344
32	412	341
33	319	312
34	691	309
35	787	286
36	171	276
37	454	276
38	466	293
39	311	257
40	318	199
41	457	196
42	398	133
43	506	125
44	198	98
45	303	59
46	531	28
