Vortex	x	y
1	617	751
2	362	749
3	462	717
4	601	583
5	573	571
6	453	553
7	654	551
8	670	471
9	475	462
10	613	460
11	67	453
12	558	453
13	574	365
14	263	363
15	623	359
16	99	354
17	668	353
18	710	344
19	354	341
20	747	332
21	740	318
22	693	258
23	362	258
24	642	245
25	451	242
26	244	243
27	582	232
28	633	225
29	680	222
30	225	215
31	242	217
32	662	213
33	356	203
34	65	198
35	457	193
36	589	182
37	571	173
38	264	161
39	604	156
40	463	148
41	344	147
42	595	136
43	558	121
44	471	106
45	482	67
46	501	76
