Vortex	x	y
1	674	789
2	651	679
3	361	643
4	659	614
5	457	588
6	596	546
7	617	571
8	729	518
9	721	536
10	727	484
11	718	470
12	660	463
13	172	455
14	581	437
15	581	391
16	578	375
17	532	367
18	227	358
19	652	357
20	600	356
21	698	355
22	540	353
23	742	347
24	784	336
25	803	298
26	449	284
27	462	275
28	759	249
29	432	235
30	377	234
31	755	217
32	460	215
33	799	212
34	813	207
35	767	204
36	716	198
37	242	199
38	270	218
39	659	191
40	459	164
41	135	165
42	625	156
43	352	156
44	209	154
45	241	150
46	232	150
47	27	142
48	462	117
49	617	100
50	340	94
51	295	89
52	280	94
53	469	74
54	598	61
55	567	57
56	612	50
57	479	32
58	604	15
59	517	13
60	609	1
