Vortex	x	y
1	805	802
2	509	800
3	329	794
4	480	766
5	373	763
6	451	748
7	2	674
8	368	663
9	323	608
10	442	605
11	792	583
12	540	575
13	601	567
14	340	550
15	340	534
16	385	521
17	767	495
18	207	492
19	497	491
20	632	489
21	355	488
22	22	487
23	707	484
24	370	483
25	282	476
26	266	476
27	63	476
28	522	474
29	507	462
30	327	460
31	153	448
32	333	444
33	53	442
34	295	431
35	673	420
36	499	386
37	209	373
38	68	365
39	51	336
40	430	317
41	324	318
42	16	307
43	354	307
44	340	293
45	240	276
46	249	214
47	327	184
48	395	143
49	332	109
50	321	49
51	233	25
52	13	10
