Vortex	x	y
1	50	795
2	478	788
3	360	787
4	341	780
5	338	764
6	21	765
7	445	741
8	361	664
9	317	633
10	469	623
11	449	606
12	437	626
13	546	600
14	504	590
15	641	587
16	384	571
17	445	551
18	500	529
19	753	502
20	183	499
21	440	497
22	581	493
23	716	492
24	378	478
25	33	475
26	55	478
27	152	454
28	29	455
29	338	437
30	243	432
31	686	396
32	318	374
33	75	372
34	264	370
35	211	368
36	190	381
37	192	348
38	28	337
39	287	316
40	226	311
41	814	278
42	215	269
43	323	235
44	229	175
45	419	129
46	324	100
47	314	64
