Vortex	x	y
1	806	803
2	509	801
3	329	794
4	373	764
5	480	765
6	451	750
7	1	675
8	367	666
9	323	609
10	442	607
11	798	584
12	540	576
13	602	567
14	340	552
15	340	533
16	385	522
17	767	495
18	498	493
19	207	493
20	631	489
21	355	488
22	22	487
23	707	484
24	371	482
25	282	476
26	264	476
27	63	476
28	521	475
29	506	461
30	327	461
31	149	448
32	334	444
33	51	442
34	293	430
35	673	421
36	498	386
37	209	373
38	66	364
39	51	336
40	323	318
41	429	319
42	354	309
43	15	306
44	341	295
45	240	276
46	249	214
47	327	186
48	395	143
49	331	108
50	321	49
51	233	25
52	13	9
