Vortex	x	y
1	812	812
2	506	811
3	328	805
4	373	789
5	478	775
6	454	774
7	368	708
8	451	657
9	321	616
10	543	583
11	515	582
12	486	593
13	613	573
14	340	570
15	387	538
16	339	526
17	498	501
18	760	498
19	200	494
20	617	491
21	352	493
22	715	488
23	11	489
24	431	479
25	522	478
26	290	477
27	246	477
28	322	464
29	107	448
30	27	443
31	278	429
32	664	427
33	337	385
34	484	385
35	743	377
36	159	365
37	41	362
38	41	337
39	430	332
40	314	317
41	4	310
42	234	306
43	222	333
44	338	294
45	233	272
46	243	203
47	325	199
48	388	151
49	327	102
50	438	72
51	318	55
