Vortex	x	y
1	455	812
2	166	801
3	366	788
4	555	783
5	777	774
6	519	770
7	443	761
8	492	748
9	345	704
10	373	702
11	450	660
12	15	650
13	382	592
14	331	588
15	744	560
16	536	555
17	566	550
18	432	539
19	228	486
20	636	480
21	815	475
22	801	478
23	371	474
24	354	476
25	579	472
26	112	470
27	437	468
28	723	465
29	462	464
30	498	479
31	340	461
32	786	450
33	28	449
34	341	444
35	114	443
36	709	444
37	224	433
38	276	383
39	642	381
40	348	379
41	55	372
42	155	365
43	3	359
44	337	320
45	353	352
46	67	324
47	47	300
48	261	278
49	32	257
50	266	247
51	343	236
52	336	181
53	434	174
54	373	107
55	350	93
56	255	72
57	42	39
58	366	30
59	338	21
