Vortex	x	y
1	451	794
2	362	701
3	304	681
4	537	674
5	433	658
6	582	644
7	605	651
8	751	632
9	334	619
10	330	559
11	343	519
12	749	511
13	135	511
14	557	507
15	522	497
16	616	496
17	255	486
18	472	485
19	197	482
20	297	473
21	115	454
22	496	450
23	476	470
24	699	393
25	157	381
26	470	373
27	505	364
28	21	364
29	443	345
30	331	343
31	509	337
32	366	321
33	344	341
34	743	310
35	452	310
36	478	306
37	777	296
38	319	295
39	141	278
40	309	259
41	164	212
42	171	230
43	320	200
44	421	118
45	506	71
46	305	66
47	183	65
48	520	37
