Vortex	x	y
1	51	797
2	361	791
3	477	787
4	341	782
5	338	764
6	20	766
7	443	744
8	361	668
9	317	634
10	468	625
11	439	622
12	546	601
13	449	595
14	504	590
15	643	588
16	382	574
17	448	568
18	500	531
19	753	502
20	182	499
21	439	496
22	579	493
23	714	491
24	52	477
25	377	477
26	33	475
27	25	455
28	148	454
29	339	439
30	241	432
31	685	396
32	318	376
33	192	377
34	72	371
35	256	369
36	218	367
37	191	348
38	28	337
39	285	316
40	226	312
41	813	278
42	214	269
43	323	236
44	228	173
45	419	132
46	324	101
47	312	61
48	538	2
