Vortex	x	y
1	454	797
2	348	772
3	305	722
4	528	719
5	382	705
6	645	688
7	799	655
8	576	642
9	465	615
10	349	533
11	563	525
12	366	526
13	775	512
14	93	511
15	595	509
16	509	486
17	418	472
18	533	470
19	44	468
20	281	467
21	625	456
22	288	449
23	348	437
24	377	466
25	111	434
26	695	418
27	344	398
28	479	384
29	18	361
30	559	357
31	200	351
32	690	342
33	627	338
34	431	337
35	750	328
36	329	307
37	97	288
38	346	281
39	459	256
40	290	253
41	174	240
42	306	222
43	361	191
44	479	188
45	128	171
46	474	126
47	398	120
48	488	64
49	304	41
50	160	17
