Vortex	x	y
1	305	807
2	345	756
3	755	751
4	505	737
5	185	723
6	235	760
7	452	712
8	169	703
9	353	676
10	363	626
11	447	595
12	57	582
13	125	658
14	340	571
15	728	545
16	796	529
17	363	516
18	423	510
19	362	507
20	472	503
21	8	508
22	652	477
23	375	480
24	244	476
25	59	471
26	140	462
27	294	452
28	313	454
29	190	453
30	806	446
31	768	457
32	336	440
33	514	430
34	673	399
35	305	392
36	221	369
37	103	363
38	510	355
39	313	344
40	460	304
41	386	301
42	78	310
43	338	164
44	418	143
45	270	87
46	63	59
47	361	42
48	287	19
49	367	17
