Vortex	x	y
1	360	804
2	51	801
3	340	789
4	478	789
5	337	766
6	14	763
7	443	754
8	360	683
9	316	637
10	467	633
11	435	630
12	546	604
13	648	590
14	503	591
15	348	585
16	381	583
17	500	536
18	755	503
19	179	500
20	575	494
21	438	494
22	707	490
23	49	478
24	27	476
25	371	472
26	724	469
27	11	456
28	134	455
29	343	445
30	233	434
31	682	397
32	184	380
33	321	378
34	61	374
35	184	348
36	27	339
37	279	315
38	226	313
39	811	278
40	212	270
41	322	241
42	226	168
43	418	133
44	325	107
45	347	92
46	312	61
47	537	2
