Vortex	x	y
1	455	801
2	348	778
3	305	723
4	527	720
5	382	709
6	646	689
7	800	656
8	576	642
9	466	618
10	374	543
11	348	537
12	562	526
13	777	512
14	92	511
15	596	509
16	508	485
17	408	472
18	527	471
19	38	468
20	382	468
21	280	467
22	628	454
23	273	441
24	107	434
25	347	434
26	694	418
27	344	410
28	477	386
29	15	362
30	566	356
31	199	350
32	698	339
33	430	338
34	626	337
35	746	329
36	330	308
37	96	289
38	345	289
39	288	253
40	460	249
41	175	241
42	307	220
43	479	190
44	360	187
45	127	170
46	398	121
47	476	118
48	487	68
49	304	40
50	159	15
