Vortex	x	y
1	455	789
2	347	761
3	305	720
4	528	717
5	383	698
6	643	687
7	797	654
8	576	644
9	465	617
10	564	523
11	358	519
12	343	542
13	774	512
14	96	511
15	592	509
16	509	488
17	432	471
18	561	468
19	55	468
20	295	457
21	272	473
22	617	456
23	118	433
24	698	417
25	344	383
26	483	382
27	26	361
28	546	358
29	199	351
30	675	344
31	632	340
32	433	333
33	756	327
34	328	307
35	99	287
36	457	269
37	348	254
38	292	252
39	172	240
40	307	222
41	360	198
42	477	184
43	129	173
44	472	139
45	398	118
46	489	59
47	303	42
48	161	19
